sourceText,text,level,part,translation,exampleJa,exampleEn,status,issues,notes
catch up on ～,catch up on,2,1,遅れを取り戻す / まとめてこなす,,I used the weekend to catch up on my reading.,ready,,relevel_batch42
check off ～,check off,2,1,チェックして消す,,Please check off each item on the list.,ready,,relevel_batch42
chip in,chip in,2,1,お金を出し合う / 手伝う,,Everyone chipped in to buy a gift for the coach.,ready,,relevel_batch42
clean out ～,clean out,2,1,一掃する / きれいに片づける,,We cleaned out the storage room yesterday.,ready,,relevel_batch42
clear out ～,clear out,2,1,片づける / 立ち去る,,Please clear out your desk before leaving.,ready,,relevel_batch42
clear up （～）,clear up,2,1,解決する / 晴れる,,We need to clear up this misunderstanding.,ready,,relevel_batch42
close in （on ～）,close in on,2,1,に迫る,,The police were closing in on the suspect.,ready,,relevel_batch42
come after ～,come after,2,1,の後に来る / 追いかける,,The dessert comes after the main course.,ready,,relevel_batch42
come before ～,come before,2,1,の前に来る / 優先される,,Safety must come before profit.,ready,,relevel_batch42
come down to ～,come down to,2,1,要するにになる,,The final choice comes down to cost.,ready,,relevel_batch42
come down with ～,come down with,2,1,にかかる,,He came down with the flu last week.,ready,,relevel_batch42
come off,come off,2,1,うまくいく,,The event came off better than expected.,ready,,curated_batch43
come through,come through,2,1,切り抜ける / 期待に応える,,She came through for us when we needed help most.,ready,,relevel_batch42
comply with ～,comply with,2,1,(要求や規則に)従う,,All drivers must comply with the law.,ready,placeholder_tilde,matched_existing_comparable
contribute to ～,contribute to,2,1,(発展や原因として)貢献する,,Regular exercise contributes to good health.,ready,placeholder_tilde,matched_existing_comparable
count for ～,count for,2,1,価値がある / 重要である,,Experience counts for a lot in this job.,ready,,relevel_batch42
cover for ～,cover for,2,1,の代わりをする / かばう,,Can you cover for me tomorrow morning?,ready,,relevel_batch42
cover up ～,cover up,2,1,覆い隠す / 隠ぺいする,,They tried to cover up the mistake.,ready,,relevel_batch42
crack up,crack up,2,1,大笑いする,,His joke made everyone crack up.,ready,,curated_batch43
cross out ～,cross out,2,1,線を引いて消す,,Cross out the wrong answer with a pen.,ready,,relevel_batch42
cut back （on ～）,cut back on,2,1,(支出や量を)減らす,,Many families are cutting back on eating out.,ready,placeholder_tilde|optional_brackets,matched_existing_comparable
cut in （on ～）,cut in on,2,1,に割り込む / を妨げる,,I did not mean to cut in on your conversation.,ready,,relevel_batch42
deal in ～,deal in,2,1,を商う / 扱う,,The shop deals in rare books and maps.,ready,,relevel_batch42
deprive A of B,deprive A of B,2,1,AからBを奪う,,The noise deprived us of sleep.,ready,,relevel_batch42
die down,die down,2,1,弱まる / 静まる,,The wind died down by evening.,ready,,relevel_batch42
dispose of ～,dispose of,2,1,処分する,,We must dispose of the waste safely.,ready,,relevel_batch42
do away with ～,do away with,2,1,(制度などを)廃止する,,The school did away with the old rule.,ready,placeholder_tilde,matched_existing_comparable
drag on,drag on,2,1,長引く,,The meeting dragged on for hours.,ready,,relevel_batch42
drag out ～,drag out,2,1,長引かせる / 引きずり出す,,Do not drag out the meeting unnecessarily.,ready,,relevel_batch42
draw on ～,draw on,2,1,を利用する / 近づく,,She drew on her experience to solve the problem.,ready,,relevel_batch42
draw up ～,draw up,2,1,作成する / 停車する,,They drew up a list of priorities.,ready,,relevel_batch42
dream up ～,dream up,2,1,思いつく / 考え出す,,Who dreamed up this clever idea?,ready,,relevel_batch42
drive off ［away］ ～,drive off,2,1,追い払う / 車で去る,,The guards drove off the intruders.,ready,,relevel_batch42
drive up ～,drive up,2,1,押し上げる / 車で乗りつける,,High demand drove up prices.,ready,,relevel_batch42
drop back （to ～）,drop back,2,1,後ろに下がる,,He dropped back to let others pass.,ready,,relevel_batch42
ease into ～,ease into,2,1,徐々に慣れる / ゆっくり入る,,She eased into her new role over several weeks.,ready,,relevel_batch42
eat up ～,eat up,2,1,食べ尽くす / 使い果たす,,The delay ate up most of our time.,ready,,relevel_batch42
embark on ［upon］ ～,embark on,2,1,に乗り出す / 着手する,,They embarked on a major reform plan.,ready,,relevel_batch42
endear A to B,endear A to B,2,1,AにBの好意を抱かせる,,Her honesty endeared her to the staff.,ready,,relevel_batch42
even up ～,even up,2,1,平均させる / 清算する,,We can even up the bill later.,ready,,relevel_batch42
face off,face off,2,1,対決する,,The two finalists will face off tomorrow.,ready,,relevel_batch42
fall away,fall away,2,1,減少する / 衰える,,Public interest soon fell away.,ready,,relevel_batch42
fall back on ～,fall back on,2,1,に頼る,,"When plans failed, they fell back on their savings.",ready,,relevel_batch42
fall on ～,fall on,2,1,に降りかかる / 襲いかかる,,The duty fell on the youngest member.,ready,,relevel_batch42
fall under ～,fall under,2,1,の対象となる / に分類される,,This case falls under a different rule.,ready,,relevel_batch42
feel for ～,feel for,2,1,に同情する / 手探りで探す,,I really feel for those affected by the flood.,ready,,relevel_batch42
fire up ～,fire up,2,1,始動させる / 熱意をかき立てる,,The speech fired up the crowd.,ready,,relevel_batch42
fit into ～,fit into,2,1,に収まる / にうまくなじむ,,She found it easy to fit into the new team.,ready,,relevel_batch42
fix up ～,fix up,2,1,修理する / 手配する,,They fixed up the old house last summer.,ready,,relevel_batch42
for all ～,for all,2,1,にもかかわらず,,"For all his experience, he still makes simple mistakes.",ready,,relevel_batch42
for the time being,for the time being,2,1,当分の間,,"For the time being, the office will stay closed.",ready,,relevel_batch42
force down ～,force down,2,1,無理に飲み込む / 抑え込む,,He forced down the medicine with water.,ready,,relevel_batch42
free up ～,free up,2,1,空ける / 自由にする,,The new system freed up staff time.,ready,,relevel_batch42
frown on ［upon］ ～,frown on,2,1,を好ましく思わない,,Many teachers frown on the use of phones in class.,ready,,relevel_batch42
gear up ～,gear up,2,1,準備を進める,,The city is gearing up for the festival.,ready,,relevel_batch42
get around （～）,get around,2,1,歩き回る / 広まる / うまく避ける,,News of the decision soon got around.,ready,,relevel_batch42
get around to doing,get around to doing,2,1,やっとする,,I finally got around to cleaning the garage.,ready,,relevel_batch42
get away with ～,get away with,2,1,をして罰を受けずに済む,,He thought he could get away with lying.,ready,,relevel_batch42
get down to ～,get down to,2,1,本気で取りかかる,,It is time to get down to work.,ready,,relevel_batch42
get in on ～,get in on,2,1,に加わる / 参加する,,Everyone wanted to get in on the new project.,ready,,relevel_batch42
get into ～,get into,2,1,に入る / 夢中になる,,She got into classical music in college.,ready,,relevel_batch42
get on with ～,get on with,2,1,を続ける / と仲良くする,,We should get on with the meeting now.,ready,,relevel_batch42
give A over to B,give A over to B,2,1,AをBに引き渡す,,The police gave the suspect over to the authorities.,ready,,relevel_batch42
give rise to ～,give rise to,2,1,(問題や変化を)生じさせる,,The error gave rise to confusion.,ready,placeholder_tilde,matched_existing_comparable
go back on ～,go back on,2,1,を破る / を取り消す,,He never goes back on his promises.,ready,,relevel_batch42
go for ～,go for,2,1,を選ぶ / を目指す,,I decided to go for the cheaper option.,ready,,relevel_batch42
grow into ～,grow into,2,1,に成長する / が着られるようになる,,She grew into a confident leader.,ready,,relevel_batch42
grow on ～,grow on,2,1,だんだん気に入られる,,The song grew on me after a few listens.,ready,,relevel_batch42
grow out of ～,grow out of,2,1,から脱する / が小さくなって着られなくなる,,Most children grow out of that fear.,ready,,relevel_batch42
hand down ～,hand down,2,1,伝える / 言い渡す,,These customs were handed down for generations.,ready,,relevel_batch42
hand off ～,hand off,2,1,手渡す / 引き継ぐ,,She handed off the task to the next team.,ready,,relevel_batch42
hand out A （to B）,hand out A to B,2,1,AをBに配る,,Volunteers handed out water to the runners.,ready,,relevel_batch42
head off （～）,head off,2,1,防ぐ / 出発する,,The new measures may head off future problems.,ready,,relevel_batch42
hold off ～,hold off,2,1,延期する / 近づかせない,,Let's hold off the decision until tomorrow.,ready,,relevel_batch42
hold out （～）,hold out,2,1,持ちこたえる / 差し出す,,Their supplies may not hold out much longer.,ready,,relevel_batch42
hold over ～,hold over,2,1,持ち越す,,The issue was held over until next week.,ready,,relevel_batch42
in response to ～,in response to,2,1,(要請などに)応じて,,The city acted in response to complaints.,ready,placeholder_tilde,matched_existing_comparable
in the event of ～,in the event of,2,1,の場合には,,"In the event of fire, use the stairs.",ready,,relevel_batch42
jump at ～,jump at,2,1,に飛びつく / すぐ受け入れる,,She jumped at the chance to travel abroad.,ready,,relevel_batch42
kick around ～,kick around,2,1,あれこれ考える / 粗末に扱う,,We kicked around a few ideas after lunch.,ready,,relevel_batch42
kick in,kick in,2,1,効き始める / 発動する,,The heating system kicked in after sunset.,ready,,relevel_batch42
kick off A （with B）,kick off A with B,2,1,BでAを始める,,They kicked off the meeting with a short video.,ready,,relevel_batch42
kick A out （of B）,kick A out of B,2,1,AをBから追い出す,,The referee kicked the player out of the game.,ready,,relevel_batch42
knock down ～,knock down,2,1,倒す / 取り壊す,,The old building was knocked down last month.,ready,,relevel_batch42
lay into ～,lay into,2,1,を激しく非難する,,The critic laid into the policy in the article.,ready,,relevel_batch42
lay off ～,lay off,2,1,一時解雇する / やめる,,The company had to lay off several workers.,ready,,relevel_batch42
leave off （～）,leave off,2,1,やめる / 中断する,,Let's leave off here and continue tomorrow.,ready,,relevel_batch42
let alone ～,let alone,2,1,はもちろん,,"He cannot afford a car, let alone a house.",ready,,relevel_batch42
let down ～,let down,2,1,失望させる / 下ろす,,I do not want to let my teammates down.,ready,,relevel_batch42
let out ～,let out,2,1,放つ / 漏らす / 外に出す,,She let out a deep sigh.,ready,,relevel_batch42
let up,let up,2,1,弱まる / やむ,,The rain did not let up all afternoon.,ready,,relevel_batch42
level off ［out］,level off,2,1,横ばいになる / 平らになる,,Sales began to level off in spring.,ready,,relevel_batch42
lift off,lift off,2,1,離陸する,,The helicopter lifted off smoothly.,ready,,relevel_batch42
live up to ～,live up to,2,1,にかなう / に応える,,The film lived up to our expectations.,ready,,relevel_batch42
lock in ～,lock in,2,1,固定する / 閉じ込める,,We locked in the price before demand increased.,ready,,relevel_batch42
make （both） ends meet,make ends meet,2,1,収支を合わせる,,It was hard for the family to make ends meet.,ready,,relevel_batch42
make do with ～,make do with,2,1,で間に合わせる,,We had to make do with limited supplies.,ready,,relevel_batch42
make over ～,make over,2,1,作り変える / 譲渡する,,They made over the office into a studio.,ready,,relevel_batch42
mark down ～,mark down,2,1,値下げする / 書き留める,,The store marked down winter coats.,ready,,relevel_batch42
mark out ～,mark out,2,1,印をつける / 区切る,,Workers marked out the area for construction.,ready,,relevel_batch42
miss out on ～,miss out on,2,1,を逃す,,I do not want to miss out on this chance.,ready,,relevel_batch42
narrow down ～,narrow down,2,1,絞り込む,,We narrowed down the list to three candidates.,ready,,relevel_batch42
on a ～ basis,on a basis,2,1,ベースで / 基準で,,The staff are paid on a weekly basis.,ready,,relevel_batch42
on ［（米） in］ behalf of A,on behalf of A,2,1,Aを代表して,,She accepted the award on behalf of the team.,ready,,relevel_batch42
on the verge of ～,on the verge of,2,1,〜しそうで / 〜の瀬戸際で,,The team was on the verge of winning.,ready,placeholder_tilde,matched_existing_comparable
over the hump,over the hump,2,1,山場を越えて,,We are over the hump and should finish soon.,ready,,relevel_batch42
pass for ～,pass for,2,1,と見なされる,,That excuse will not pass for a good reason.,ready,,relevel_batch42
pass off A （as B）,pass A off as B,2,1,AをBとして通す,,He tried to pass the fake painting off as an original.,ready,,relevel_batch42
pass A on （to B）,pass A on to B,2,1,AをBに渡す / 伝える,,Please pass this message on to the manager.,ready,,relevel_batch42
phase out ～,phase out,2,1,段階的に廃止する,,The company plans to phase out the old system.,ready,,relevel_batch42
pick over ～,pick over,2,1,細かく調べる / 選り分ける,,They picked over the evidence carefully.,ready,,relevel_batch42
pick through ～,pick through,2,1,選り分ける / 注意深く調べる,,She picked through the papers for the right form.,ready,,relevel_batch42
pin down ～,pin down,2,1,突き止める / 明確にする,,We need to pin down the exact cause.,ready,,relevel_batch42
play down ～,play down,2,1,軽く見る / 軽視する,,Officials tried to play down the problem.,ready,,relevel_batch42
play out （～）,play out,2,1,展開する / 最後まで続く,,We watched the drama play out on stage.,ready,,relevel_batch42
play up ～,play up,2,1,強調する / 調子が悪くなる,,The article played up the risks too much.,ready,,relevel_batch42
pull back （～）,pull back,2,1,撤退する / 引っ込める,,The company pulled back from the market.,ready,,relevel_batch42
pull in ～,pull in,2,1,引き込む / 稼ぐ / 到着する,,The campaign pulled in many new supporters.,ready,,relevel_batch42
pull off ～,pull off,2,1,やってのける / 引き離す,,They pulled off a surprising victory.,ready,,relevel_batch42
pull through ～,pull through,2,1,回復する / 切り抜ける,,She pulled through after the operation.,ready,,relevel_batch42
push for ～,push for,2,2,を強く求める,,The group is pushing for stricter rules.,ready,,relevel_batch42
push through ～,push through,2,2,押し通す / やり抜く,,They pushed through the final stage of the project.,ready,,relevel_batch42
put down ～,put down,2,2,書き留める / けなす / 置く,,She put down her thoughts in a notebook.,ready,,relevel_batch42
put forth ～,put forth,2,2,出す / 提案する,,The committee put forth a new proposal.,ready,,relevel_batch42
put forward ～,put forward,2,2,提案する / 前に出す,,She put forward an interesting idea.,ready,,relevel_batch42
put in ～,put in,2,2,差し込む / 費やす / 申請する,,They put in a lot of effort to finish on time.,ready,,relevel_batch42
put A through （to B）,put A through to B,2,2,AをBにつなぐ,,Could you put me through to the sales department?,ready,,relevel_batch42
read off ～,read off,2,2,読み上げる,,The teacher read off the names one by one.,ready,,relevel_batch42
refrain from doing,refrain from doing,2,2,するのを控える,,Please refrain from using your phone during the performance.,ready,,relevel_batch42
roll in （～）,roll in,2,2,どっと入ってくる / 転がり込む,,Orders began to roll in after the ad campaign.,ready,,relevel_batch42
roll up ～,roll up,2,2,巻き上げる / 到着する,,He rolled up his sleeves and got to work.,ready,,relevel_batch42
round off ～,round off,2,2,締めくくる / 丸める,,They rounded off the evening with a song.,ready,,relevel_batch42
round up ～,round up,2,2,集める / 端数を切り上げる,,We need to round up all the participants.,ready,,relevel_batch42
run against ～,run against,2,2,に反する / に立候補して争う,,The proposal runs against our policy.,ready,,relevel_batch42
run down ～,run down,2,2,要約して話す / 衰えさせる,,Could you run down the main points for me?,ready,,relevel_batch42
run through ～,run through,2,2,ざっと見直す / 通り抜ける,,Let's run through the checklist once more.,ready,,relevel_batch42
scoop up ～,scoop up,2,2,すくい上げる / 一気に買い集める,,She scooped up the spilled rice with a spoon.,ready,,relevel_batch42
scratch out ～,scratch out,2,2,かき消す / かろうじて得る,,He scratched out the wrong word and rewrote it.,ready,,relevel_batch42
see about ～,see about,2,2,に対処する / を手配する,,I will see about booking the tickets.,ready,,relevel_batch42
see A off,see A off,2,2,Aを見送る,,We went to the station to see her off.,ready,,relevel_batch42
see through ～,see through,2,2,見抜く / 最後までやり通す,,She saw through his excuse at once.,ready,,relevel_batch42
send for ～,send for,2,2,を呼びにやる / 取り寄せる,,The doctor was sent for immediately.,ready,,relevel_batch42
send out for ～,send out for,2,2,を出前で取る,,We sent out for pizza after work.,ready,,relevel_batch42
set down ～,set down,2,2,書き留める / 置く,,She set down her ideas in a notebook.,ready,,relevel_batch42
set in,set in,2,2,始まる / 定着する,,Winter has begun to set in early this year.,ready,,relevel_batch42
set off （～）,set off,2,2,出発する / 引き起こす,,They set off early in the morning.,ready,,relevel_batch42
set out to do,set out to do,2,2,するつもりで始める,,They set out to build a better service.,ready,,relevel_batch42
settle up （with ～）,settle up,2,2,勘定を済ませる,,We settled up before leaving the hotel.,ready,,relevel_batch42
shake up ～,shake up,2,2,大きく変える / 動揺させる,,The company shook up its management team.,ready,,relevel_batch42
single out ～,single out,2,2,を選び出す / 取り上げる,,The coach singled out her effort for praise.,ready,,relevel_batch42
sit by,sit by,2,2,傍観する,,We cannot just sit by and do nothing.,ready,,relevel_batch42
skim over ～,skim over,2,2,ざっと目を通す,,I skimmed over the report before the meeting.,ready,,relevel_batch42
slip by,slip by,2,2,いつの間にか過ぎる,,The summer vacation slipped by quickly.,ready,,relevel_batch42
smooth over ～,smooth over,2,2,を丸く収める,,She tried to smooth over the disagreement.,ready,,relevel_batch42
spring from ～,spring from,2,2,から生じる,,Many problems spring from poor communication.,ready,,relevel_batch42
spring up,spring up,2,2,突然現れる,,New cafes have sprung up around the station.,ready,,relevel_batch42
stand down （as ～）,stand down,2,2,退く / 辞任する,,The chairperson agreed to stand down next month.,ready,,relevel_batch42
stand up to ～,stand up to,2,2,に立ち向かう / に耐える,,She stood up to unfair criticism.,ready,,relevel_batch42
stay off ～,stay off,2,2,に近づかない / を避ける,,You should stay off that wet floor.,ready,,relevel_batch42
step down ［aside］,step down,2,2,辞任する / 身を引く,,The director stepped down after ten years.,ready,,relevel_batch42
stick to ［by］ ～,stick to,2,2,を守る / に固執する,,Please stick to the schedule.,ready,,relevel_batch42
stick up for ～,stick up for,2,2,をかばう / 擁護する,,He always sticks up for his friends.,ready,,relevel_batch42
stir in ～,stir in,2,2,をかき混ぜて入れる,,Stir in the sugar slowly.,ready,,relevel_batch42
stir up ～,stir up,2,2,かき立てる / かき混ぜる,,The speech stirred up strong emotions.,ready,,relevel_batch42
talk down to A,talk down to A,2,2,Aを見下した話し方をする,,You should not talk down to your students.,ready,,relevel_batch42
talk A into doing,talk A into doing,2,2,Aを説得してさせる,,She talked him into joining the trip.,ready,,relevel_batch42
talk up ～,talk up,2,2,を盛んにほめる / 宣伝する,,The media talked up the new product.,ready,,relevel_batch42
tell on ～,tell on,2,2,に告げ口する / に悪影響を及ぼす,,The long hours are starting to tell on him.,ready,,relevel_batch42
the other way around,the other way around,2,2,逆に,,"I thought he was the teacher, but it was the other way around.",ready,,relevel_batch42
throw off ～,throw off,2,2,振り払う / 取り除く,,She tried to throw off her anxiety.,ready,,relevel_batch42
throw up （～）,throw up,2,2,吐く / 急に生じる,,The project threw up several unexpected problems.,ready,,relevel_batch42
tidy up ～,tidy up,2,2,片づける,,Please tidy up the room before dinner.,ready,,relevel_batch42
tie up ～,tie up,2,2,縛る / 時間を取る / 提携する,,The meeting tied up the staff for most of the day.,ready,,relevel_batch42
tip over （～）,tip over,2,2,ひっくり返る / ひっくり返す,,The vase tipped over in the wind.,ready,,relevel_batch42
touch up ～,touch up,2,2,手直しする / 修整する,,She touched up the photo before printing it.,ready,,relevel_batch42
track down ～,track down,2,2,追跡して見つける,,The reporter tracked down the original source.,ready,,relevel_batch42
trip up （A）,trip up,2,2,つまずかせる / 失敗させる,,A small detail tripped up the team.,ready,,relevel_batch42
tune in （to ～）,tune in to,2,2,にチャンネルを合わせる / 注意を向ける,,Many listeners tuned in to the live broadcast.,ready,,relevel_batch42
tune up （～）,tune up,2,2,調整する,,He tuned up the engine before the trip.,ready,,relevel_batch42
turn around （～）,turn around,2,2,好転させる / 振り向く,,The new manager turned the business around.,ready,,relevel_batch42
turn away ～,turn away,2,2,追い返す / 顔をそむける,,The shelter could not turn away anyone in need.,ready,,relevel_batch42
turn in （～）,turn in,2,2,提出する / 寝る / 引き渡す,,Please turn in your report by Friday.,ready,,relevel_batch42
walk off ［away］ with ～,walk off with,2,2,を持ち去る / を楽々手に入れる,,Someone walked off with my umbrella.,ready,,relevel_batch42
wander off,wander off,2,2,ふらりと離れる,,The child wandered off from the group.,ready,,relevel_batch42
want for ～,want for,2,2,を欠く,,The town never wanted for fresh water.,ready,,relevel_batch42
wash away ～,wash away,2,2,洗い流す / 消し去る,,The heavy rain washed away the footprints.,ready,,curated_batch41
wash down ～,wash down,2,2,水などで飲み下す,,She washed the pills down with a glass of water.,ready,,curated_batch41
watch over ～,watch over,2,2,見守る / 世話をする,,An older nurse watched over the children.,ready,,curated_batch41
weigh on ～,weigh on,2,2,重くのしかかる / 心を悩ませる,,The uncertainty weighed on everyone in the office.,ready,,curated_batch41
win over ～,win over,2,2,味方に引き入れる / 納得させる,,Her honesty won over the audience.,ready,,curated_batch41
,abundant,1,2,(量が)豊富な,,Fresh water is abundant here.,ready,,existing_only
,accurate,1,2,(事実や情報が)正確な,,The report was accurate.,ready,,existing_only
,adjust,1,2,(状態に合わせて)調整する,,You can adjust the chair height.,ready,,existing_only
,aggression,1,2,攻撃性 / 敵意,,The coach warned against aggression on the field.,ready,,existing_only
,allocate,1,2,(予算や資源を)割り当てる,,The city allocated more money to schools.,ready,,existing_only
,ambitious,1,2,(大きな目標を持つ)野心的な,,She set an ambitious goal for the year.,ready,,existing_only
,anticipate,1,2,(先を見こして)予期する,,We anticipate a rise in demand.,ready,,existing_only
,apparent,1,2,(見たところ)明らかな,,It soon became apparent that we were lost.,ready,,existing_only
,appeal,1,2,(強く)訴える / (人を)ひきつける,,The idea appeals to young voters.,ready,,existing_only
,appoint,1,2,(役職に)任命する,,They appointed her chair of the committee.,ready,,existing_only
,appreciate,1,2,(価値や重要性を)理解する,,I appreciate your honest feedback.,ready,,existing_only
,arbitrary,1,2,(根拠なく)恣意的な,,The limit seems arbitrary to many users.,ready,,existing_only
,architecture,1,2,建築 / 建築様式,,The city has beautiful architecture.,ready,,existing_only
,asset,1,2,資産 / 強み,,Trust is a valuable asset.,ready,,existing_only
,assign,1,2,(仕事や任務を)割り当てる,,The teacher assigned extra homework.,ready,,existing_only
,assist,1,2,(人を)手助けする,,Two volunteers assisted the elderly man.,ready,,existing_only
,attribute,1,2,(人や物の)属性,,Patience is her best attribute.,ready,,existing_only
,authorize,1,2,(公的に)認可する,,The manager authorized the refund.,ready,,existing_only
,bias,1,2,偏り / 先入観,,The survey showed a clear bias.,ready,,existing_only
,brief,1,2,(時間や文章が)簡潔な,,He gave a brief explanation.,ready,,existing_only
,capacity,1,2,容量 / 能力,,This hall has a large capacity.,ready,,existing_only
,capture,1,2,(注意や心を)引きつける / (映像や変化を)捉える,,The photo captures the moment well.,ready,,existing_only
,cease,1,2,(活動を)やめる,,The noise ceased at midnight.,ready,,existing_only
,challenge,1,2,課題 / 挑戦,,Climate change is a global challenge.,ready,,existing_only
,clarify,1,2,(意味などを)明確にする,,Could you clarify the last point?,ready,,existing_only
,combine,1,2,(複数のものを)組み合わせる,,The recipe combines sweet and sour flavors.,ready,,existing_only
,commence,1,2,(公式に)開始する,,The ceremony will commence at noon.,ready,,existing_only
,commit,1,2,(責任を持って)関わる / (約束を)する,,The company committed itself to safer practices.,ready,,existing_only
,commodity,1,2,(売買される)商品,,Oil is a valuable commodity.,ready,,existing_only
,compatible,1,2,(一緒に使えて)両立する,,This software is compatible with older systems.,ready,,existing_only
,compile,1,2,(情報を集めて)編集する,,She compiled the data into a chart.,ready,,existing_only
,complement,1,2,(不足を)補う / 補完物,,The scarf complements her coat.,ready,,existing_only
,compromise,1,2,妥協 / 譲歩,,They reached a fair compromise.,ready,,existing_only
,concentrate,1,2,(意識や力を)集中する,,Please concentrate on the task.,ready,,existing_only
,conclude,1,2,(検討の末に)結論づける,,The study concluded that sleep matters.,ready,,existing_only
,concrete,1,2,(抽象でなく)具体的な,,We need concrete evidence.,ready,,existing_only
,conflict,1,2,対立 / 食い違い,,The conflict lasted for years.,ready,,existing_only
,conservative,1,2,保守的な,,He comes from a conservative family.,ready,,existing_only
,considerable,1,2,(数量が)かなりの,,The project requires a considerable amount of time.,ready,,existing_only
,consistent,1,2,(方針や態度が)一貫した,,Her results have been consistent for months.,ready,,existing_only
,constant,1,2,(途切れず)絶え間ない,,The machine makes a constant noise.,ready,,existing_only
,context,1,2,(言葉や出来事の)文脈,,You need to see the word in context.,ready,,existing_only
,contribute,1,2,(発展などに)貢献する,,Everyone can contribute ideas to the discussion.,ready,,existing_only
,controversial,1,2,(意見が分かれて)論争を呼ぶ,,The proposal remains highly controversial.,ready,,existing_only
,cope,1,2,(困難に)うまく対処する,,He struggled to cope after the accident.,ready,,existing_only
,core,1,2,中心 / 核心,,Safety is at the core of the plan.,ready,,existing_only
,corporate,1,2,企業の / 法人の,,She works in corporate law.,ready,,existing_only
,correspond,1,2,(内容が)対応する,,The results do not correspond with our expectations.,ready,,existing_only
,criterion,1,2,(判断の)基準,,Cost is an important criterion.,ready,,existing_only
,curious,1,2,(知りたがって)好奇心の強い,,Children are naturally curious.,ready,,existing_only
,currency,1,2,通貨 / 通用,,Digital currency is growing fast.,ready,,existing_only
,decade,1,2,10年間,,The town changed a lot over the last decade.,ready,,existing_only
,decline,1,2,(数や質が)落ちる,,Sales declined in winter.,ready,,existing_only
,deficit,1,2,赤字 / 不足,,The country faces a budget deficit.,ready,,existing_only
,delay,1,2,(時期を)遅らせる,,Fog delayed the flight.,ready,,existing_only
,demand,1,2,需要 / 要求,,There is strong demand for clean energy.,ready,,existing_only
,dense,1,2,(人や建物が)密集した,,The forest is dense and dark.,ready,,existing_only
,deny,1,2,(事実や要求を)否定する,,He denied the accusation.,ready,,existing_only
,depart,1,2,(場所を)出発する,,The train departs at 7:30.,ready,,existing_only
,depend,1,2,(条件しだいで)決まる,,Success depends on preparation.,ready,,existing_only
,depress,1,2,(気分を)落ち込ませる / 憂うつにする,,The news depressed everyone.,ready,,existing_only
,derive,1,2,(別のものから)引き出す,,Many English words derive from Latin.,ready,,existing_only
,diagnose,1,2,(病気を)診断する,,Doctors diagnosed him with pneumonia.,ready,,existing_only
,differ,1,2,(互いに)異なる,,Opinions differ from person to person.,ready,,existing_only
,discriminate,1,2,(不当に)差別する,,It is illegal to discriminate on the basis of age.,ready,,existing_only
,distribute,1,2,(広く)配布する,,Volunteers distributed food to the crowd.,ready,,existing_only
,diverse,1,2,(種類が)多様な,,The city has a diverse population.,ready,,existing_only
,domestic,1,2,(外国でなく)国内の,,Domestic flights were canceled due to snow.,ready,,existing_only
,dominant,1,2,支配的な / 優勢な,,Online shopping has become the dominant trend.,ready,,existing_only
,economy,1,2,(社会全体の)経済,,The local economy depends on tourism.,ready,,existing_only
,emotion,1,2,(人の)感情,,Her voice was full of emotion.,ready,,existing_only
,encourage,1,2,(人を)励ます,,Good teachers encourage curiosity.,ready,,existing_only
,environmental,1,2,環境の / 環境保護に関する,,The group supports environmental education.,ready,,existing_only
,eventual,1,2,(長い過程の末の)最終的な,,Her eventual success inspired the team.,ready,,existing_only
,evident,1,2,(見て)明白な,,Her relief was evident on her face.,ready,,existing_only
,evolve,1,2,(時間をかけて)発展する,,Languages evolve over time.,ready,,existing_only
,exclude,1,2,(対象から)除外する,,The list excludes part-time workers.,ready,,existing_only
,exhibit,1,2,(作品を)展示する / (特徴を)示す,,The museum exhibits local art.,ready,,existing_only
,expenditure,1,2,支出,,Government expenditure rose last year.,ready,,existing_only
,expert,1,2,(その分野の)専門家,,Ask an expert for advice.,ready,,existing_only
,exploit,1,2,(利益のために)利用する,,Some companies exploit cheap labor.,ready,,existing_only
,expose,1,2,(危険や批判に)さらす,,The article exposed serious flaws in the system.,ready,,existing_only
,external,1,2,(組織の)外部の,,The device has no external damage.,ready,,existing_only
,extract,1,2,(情報や成分を)取り出す,,The recipe uses oil extracted from seeds.,ready,,existing_only
,federal,1,2,(国の)連邦の,,Federal law protects this area.,ready,,existing_only
,fee,1,2,料金 / 謝礼,,There is no fee for this class.,ready,,existing_only
,focus,1,2,焦点 / 注目点,,The main focus is safety.,ready,,existing_only
,forecast,1,2,予測 / 予報,,Rain is in the forecast for tomorrow.,ready,,existing_only
,framework,1,2,(考え方の)枠組み,,The report provides a clear framework.,ready,,existing_only
,frequent,1,2,(回数が)頻繁な,,We had frequent power cuts last summer.,ready,,existing_only
,fund,1,2,資金 / 基金,,The charity needs more funds.,ready,,existing_only
,furthermore,1,2,(論を進めて)そのうえ,,"Furthermore, the plan would cost less.",ready,,existing_only
,gender,1,2,(社会的・生物学的な)性別,,The survey asked about age and gender.,ready,,existing_only
,genuine,1,2,(偽物でなく)本物の / 真の,,Her apology sounded genuine.,ready,,existing_only
,harm,1,2,(相手に)害を与える,,Too much sun can harm your skin.,ready,,existing_only
,hazard,1,2,危険 / 危険要因,,Smoke is a serious hazard.,ready,,existing_only
,household,1,2,世帯 / 家庭,,Many households recycle paper.,ready,,existing_only
